,Age,Number of Dependents,Latitude,Longitude,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Long Distance Charges,Total Revenue,Internet Type_DSL,Unlimited Data_Yes,Contract_Month-to-Month,Contract_One Year,Customer Status
682,27,0,34.110124,-119.100972,0,7,16.04,0.0,20.0,137.6,112.28,249.88,0,0,1,0,Churned
683,54,0,32.85723,-117.209774,0,5,20.86,8.0,96.5,492.55,104.3,596.85,0,1,1,0,Churned
684,73,0,33.786738,-117.982564,0,66,28.06,20.0,100.8,6690.75,1851.96,8542.71,0,1,0,0,Stayed
685,47,2,38.227285,-121.02789,0,7,49.16,0.0,19.45,136.75,344.12,480.87,0,0,0,1,Stayed
687,66,0,32.847336,-116.997605,0,8,41.85,5.0,69.7,572.85,334.8,907.65,0,1,0,0,Stayed
688,47,2,38.200231,-121.235034,8,62,15.05,23.0,106.05,6703.5,933.1,7636.6,0,1,0,1,Stayed
689,63,0,38.542448,-122.419923,1,56,2.8,20.0,90.55,5116.6,156.8,5313.4,0,0,1,0,Stayed
690,38,0,34.04622,-118.053753,0,41,32.66,0.0,24.85,962.25,1339.06,2301.31,0,0,0,1,Stayed
691,30,0,37.954089,-121.329761,0,57,24.67,42.0,74.35,4317.35,1406.19,5723.54,1,1,0,0,Stayed
692,29,0,34.182378,-118.262922,4,1,0.0,29.0,24.8,24.8,0.0,24.8,1,1,1,0,Churned
693,63,0,32.72523,-117.171346,0,38,30.09,18.0,89.1,3342.0,1143.42,4575.42,0,0,0,1,Stayed
694,39,0,32.825086,-117.199424,1,11,21.58,30.0,75.06363636363636,825.7,237.38,1063.08,0,1,1,0,Churned
695,49,0,38.788898,-121.608624,0,26,37.51,30.0,69.05,1815.65,975.26,2790.91,0,1,1,0,Stayed
696,35,3,38.489273,-120.891614,3,72,12.96,56.0,80.45,5886.85,933.12,6819.97,1,1,0,0,Stayed
697,79,0,34.213049,-118.317651,1,30,48.02,24.0,101.5,2917.65,1440.6,4358.25,0,1,1,0,Stayed
698,27,0,32.961064,-117.134917,0,1,38.44,0.0,19.55,19.55,38.44,57.99,0,0,1,0,Churned
699,51,0,39.600599,-120.636358,0,1,27.05,23.0,70.85,70.85,27.05,97.9,0,1,1,0,Churned
700,57,3,36.768774,-119.762633,8,68,7.47,29.0,78.45,5333.35,507.96,5841.31,1,1,0,1,Stayed
701,77,0,34.273872,-114.192901,2,63,18.14,2.0,103.5,6479.4,1142.82,7622.22,0,1,1,0,Stayed
702,59,3,34.19225,-118.776874,1,60,39.76,76.0,77.72333333333333,4663.4,2385.6,7049.0,1,1,1,0,Stayed
703,43,2,40.170357,-123.417298,6,19,4.7,0.0,20.6,414.95,89.3,504.25,0,0,1,0,Stayed
704,59,0,36.833002,-119.82947,1,12,37.65,0.0,19.8,229.6,451.8,681.4,0,0,0,1,Churned
705,25,0,32.857946,-116.561917,0,41,40.78,41.0,70.25,2868.05,1671.98,4540.03,0,1,1,0,Churned
706,37,1,38.838088,-122.73203,0,25,39.9,27.0,54.75,1266.35,997.5,2248.09,1,1,0,1,Stayed
707,25,0,38.490508,-121.284171,0,71,28.4,76.0,113.15,7993.3,2016.4,10009.7,0,1,0,0,Stayed
708,19,0,37.639215,-122.037554,1,56,13.2,0.0,25.15,1327.15,739.2,2066.35,0,0,0,0,Churned
709,54,3,37.255479,-121.889838,5,8,43.05,0.0,21.05,139.75,344.4,484.15,0,0,1,0,Stayed
710,56,0,37.238758,-121.828375,0,20,3.8,26.0,70.55,1493.55,76.0,1551.95,0,0,1,0,Stayed
711,57,0,34.195386,-118.238508,0,43,3.18,0.0,19.55,876.15,136.74,997.72,0,0,0,0,Stayed
712,48,0,33.507255,-117.029473,5,17,0.0,23.0,35.65,646.05,0.0,646.05,1,1,1,0,Stayed
713,21,2,37.424342,-122.165641,1,44,4.17,0.0,19.6,780.25,183.48,963.73,0,0,1,0,Stayed
715,28,2,39.084645,-120.894014,1,71,20.49,0.0,19.9,1397.3,1454.79,2852.09,0,0,0,0,Stayed
716,63,1,34.15136,-118.364786,1,72,14.46,29.0,108.65,7726.35,1041.12,8767.47,0,1,0,0,Stayed
717,44,0,33.982787,-117.057627,0,18,18.2,0.0,19.65,391.7,327.6,719.3,0,0,1,0,Stayed
718,70,0,34.099869,-118.326843,3,67,2.67,25.0,105.4,7035.6,178.89,7214.49,0,1,0,1,Stayed
719,36,2,33.054579,-117.25665,5,56,13.94,11.0,109.6,5953.0,780.64,6733.64,0,1,1,0,Stayed
720,49,0,32.898613,-117.202937,0,1,4.99,28.0,69.9,69.9,4.99,74.89,0,1,1,0,Churned
721,56,3,33.929704,-118.01208,2,69,20.32,56.0,92.15,6480.9,1402.08,7882.98,0,1,0,0,Stayed
723,29,0,34.066303,-118.435479,0,1,33.58,0.0,20.15,20.15,33.58,53.73,0,0,1,0,Churned
724,47,1,37.674002,-122.076796,0,25,18.87,0.0,19.9,505.45,471.75,977.2,0,0,0,1,Stayed
725,68,0,39.305545,-123.743697,0,1,16.37,7.0,85.05,85.05,16.37,101.42,0,1,1,0,Churned
726,54,0,35.559617,-118.925185,1,55,12.21,0.0,25.7,1443.65,671.55,2115.2,0,0,0,0,Stayed
727,38,2,37.736535,-122.45732,1,53,43.39,29.0,108.25,5935.1,2299.67,8234.77,0,1,1,0,Stayed
728,29,0,34.029043,-118.239504,6,59,31.43,0.0,20.35,1267.0,1854.37,3121.37,0,0,0,1,Stayed
729,69,0,34.065108,-118.082791,1,16,15.16,7.0,98.75,1587.55,242.56,1830.11,0,1,1,0,Churned
730,48,1,34.10097,-117.57882,0,7,28.5,13.0,71.05,472.65,199.5,682.15,0,0,1,0,Stayed
732,76,0,33.667145,-117.732135,0,64,29.43,0.0,25.65,1740.8,1883.52,3624.32,0,0,0,0,Stayed
733,63,0,38.63153,-120.842609,10,51,33.93,13.0,85.5,4421.95,1730.43,6152.38,1,1,0,0,Stayed
734,35,0,34.1678,-116.86433,0,1,27.97,18.0,69.75,69.75,27.97,97.72,0,1,1,0,Churned
735,24,2,39.786755,-120.445626,5,69,23.47,0.0,20.35,1442.65,1619.43,3062.08,0,0,0,1,Stayed
736,46,0,40.271535,-121.018087,1,1,16.55,19.0,69.1,69.1,16.55,85.65,0,1,1,0,Churned
737,62,0,32.765299,-117.122565,8,38,6.97,0.0,20.4,743.5,264.86,1008.36,0,0,0,0,Stayed
738,38,0,38.013825,-122.039144,0,3,13.28,0.0,19.6,59.75,39.84,99.59,0,0,1,0,Churned
739,33,1,37.223,-119.001021,6,56,37.58,26.0,75.85,4261.2,2104.48,6365.68,1,1,0,0,Stayed
740,34,0,37.279689,-121.954567,9,63,34.02,18.0,80.0,5040.2,2143.26,7183.46,1,1,0,1,Stayed
741,72,1,38.184583,-119.286558,0,11,11.86,23.0,54.55,601.25,130.46,731.71,0,1,0,0,Stayed
742,43,3,37.890145,-119.184087,5,24,46.3,0.0,19.7,494.05,1111.2,1605.25,0,0,0,0,Stayed
743,47,0,34.274846,-116.937581,8,72,27.25,19.0,105.5,7611.55,1962.0,9573.55,0,1,0,0,Stayed
744,19,3,39.025867,-123.381544,1,69,23.02,48.0,105.1,7234.8,1588.38,8933.18,0,0,0,1,Stayed
745,27,0,33.850504,-118.039892,1,56,42.37,71.0,99.8,5515.45,2372.72,7888.17,0,1,0,1,Stayed
746,62,0,39.933852,-121.584371,0,17,30.61,7.0,76.65,1313.55,520.37,1833.92,0,1,1,0,Churned
747,33,1,40.740138,-122.587476,2,18,39.56,0.0,25.1,428.45,712.08,1125.96,0,0,0,0,Stayed
748,45,0,33.833686,-117.513063,0,11,17.12,0.0,19.55,223.15,188.32,385.15,0,0,0,0,Stayed
749,52,2,38.42528,-119.475741,10,45,0.0,19.0,51.0,2264.5,0.0,2264.5,0,1,0,1,Stayed
750,78,0,38.169605,-121.310964,0,47,14.22,11.0,95.05,4504.55,668.34,5172.89,0,1,1,0,Churned
751,35,0,33.744119,-118.31448,2,61,17.49,21.0,101.05,5971.25,1066.89,7038.14,0,1,0,0,Stayed
752,34,1,33.881158,-117.854783,1,66,37.84,17.0,74.25,4859.25,2497.44,7356.69,0,1,0,1,Stayed
753,42,0,34.201108,-116.593456,0,42,32.16,8.0,54.55,2455.05,1350.72,3805.77,1,1,1,0,Stayed
754,24,2,34.150354,-118.518292,8,55,27.75,0.0,19.4,1083.0,1526.25,2609.25,0,0,0,0,Stayed
756,58,0,33.60693,-117.644253,8,68,0.0,11.0,54.4,3723.65,0.0,3698.03,1,1,0,1,Stayed
758,27,0,38.107441,-120.230625,1,17,0.0,52.0,49.8,836.35,0.0,836.35,1,1,1,0,Stayed
759,60,0,37.866009,-122.286228,1,15,31.13,5.0,51.1,711.15,466.95,1178.1,1,1,1,0,Stayed
760,52,2,35.809921,-119.127437,2,28,9.31,19.0,64.4,1802.15,260.68,2062.83,1,1,1,0,Stayed
761,67,0,41.816595,-122.948287,8,28,24.35,15.0,105.8,2998.0,681.8,3679.8,0,1,1,0,Stayed
762,21,1,37.999406,-121.686241,9,40,22.96,0.0,19.6,808.95,918.4,1727.35,0,0,0,0,Stayed
763,46,0,37.279689,-121.954567,0,63,5.17,16.0,108.25,6780.1,325.71,7105.81,0,1,1,0,Stayed
764,67,0,39.033058,-121.895718,0,15,4.28,6.0,89.85,1424.95,64.2,1489.15,0,1,1,0,Churned
765,59,0,34.209532,-118.577563,3,14,5.63,23.0,105.95,1348.9,78.82,1427.72,0,1,0,1,Churned
766,43,2,33.806708,-117.02007,0,54,6.7,16.0,55.0,3092.65,361.8,3454.45,0,1,1,0,Churned
767,38,0,34.281911,-118.556218,0,39,37.94,19.0,100.45,3801.7,1479.66,5281.36,0,1,0,0,Stayed
768,29,3,36.478239,-119.52137,5,48,0.0,52.0,39.4,1978.65,0.0,2108.65,1,0,0,0,Stayed
769,36,0,33.987945,-118.370442,0,16,6.86,8.0,53.9,834.15,109.76,983.91,1,0,1,0,Churned
770,39,3,35.342891,-119.064803,0,44,5.07,26.0,77.55,3471.1,223.08,3694.18,1,1,0,1,Stayed
771,64,2,32.698964,-115.886656,1,1,37.68,26.0,70.65,70.65,37.68,108.33,0,1,1,0,Churned
772,36,0,34.078821,-118.177576,7,69,14.18,16.0,53.65,3804.4,978.42,4782.82,1,1,0,1,Stayed
773,78,0,33.994524,-118.149953,0,49,35.65,3.0,43.8,2106.05,1746.85,3832.45,1,1,0,0,Stayed
774,58,0,37.676249,-122.132415,0,24,42.66,0.0,24.6,605.25,1023.84,1629.09,0,0,0,1,Stayed
775,66,0,33.719221,-118.073596,7,71,30.72,0.0,23.95,1756.2,2181.12,3937.32,0,0,0,0,Stayed
776,41,1,38.375325,-121.507935,4,61,41.57,21.0,98.45,6145.2,2535.77,8680.97,0,1,0,1,Stayed
777,38,0,34.557711,-118.029441,0,18,18.8,0.0,20.1,407.05,338.4,745.45,0,0,0,1,Stayed
778,32,0,36.623632,-119.741322,1,27,41.48,15.0,53.8,1389.85,1119.96,2509.81,1,1,1,0,Stayed
779,48,3,37.83323,-121.601461,3,64,39.37,53.0,111.45,7266.95,2519.68,9786.63,0,1,0,1,Stayed
781,53,0,33.657433,-117.04254,9,50,46.49,11.0,84.15,4164.4,2324.5,6488.9,1,1,0,1,Stayed
782,53,0,33.680031,-116.171678,7,30,17.33,13.0,70.25,2198.9,519.9,2718.8,1,1,0,1,Stayed
783,33,0,38.055562,-120.456298,0,57,0.0,28.0,53.35,3090.05,0.0,3190.05,1,0,0,0,Stayed
784,64,0,36.29878,-119.201028,0,17,9.84,0.0,24.8,475.25,167.28,605.47,0,0,1,0,Stayed
785,36,0,32.741852,-117.243453,0,51,14.37,7.0,87.55,4475.9,732.87,5208.77,0,1,0,1,Stayed
786,64,0,39.745712,-121.84333,0,2,0.0,11.0,29.85,75.6,0.0,75.6,0,1,1,0,Churned
787,39,0,37.171727,-122.142961,0,2,14.07,6.0,85.7,169.8,28.14,197.94,0,1,1,0,Churned
788,35,3,39.342587,-121.249833,1,60,48.04,76.0,94.15,5811.8,2882.4,8694.2,0,1,0,1,Stayed
789,59,0,33.03933,-115.191857,1,67,32.15,28.0,108.75,7156.2,2154.05,9310.25,0,1,0,0,Churned
790,62,0,33.714829,-117.872941,0,33,0.0,30.0,39.1,1309.0,0.0,1309.0,1,1,0,1,Stayed
791,55,0,33.429488,-117.609432,0,38,42.24,22.0,70.6,2708.2,1605.12,4313.32,1,1,0,1,Stayed
793,59,0,41.017282,-121.468945,0,1,30.07,26.0,74.95,74.95,30.07,105.02,0,1,1,0,Churned
794,59,2,34.110444,-118.156957,3,16,45.54,0.0,20.4,321.4,728.64,1050.04,0,0,1,0,Stayed
795,66,0,36.799648,-119.801247,1,72,18.74,14.0,109.75,7932.5,1349.28,9421.78,0,0,0,0,Stayed
796,61,2,35.924252,-116.188668,4,41,28.55,20.0,74.55,3023.55,1170.55,4194.1,0,1,1,0,Stayed
797,22,2,40.057784,-123.679461,4,65,13.25,47.0,109.3,7337.55,861.25,8198.8,0,1,0,0,Stayed
798,58,1,37.527497,-122.230941,6,72,17.33,0.0,19.55,1463.45,1247.76,2711.21,0,0,0,0,Stayed
799,65,0,34.035849,-118.503508,7,67,49.94,0.0,20.05,1263.05,3345.98,4565.37,0,0,0,0,Stayed
800,45,0,37.106902,-122.100006,0,49,22.52,25.0,106.65,5168.1,1103.48,6401.58,0,0,0,1,Stayed
801,42,0,36.822715,-119.761826,1,19,34.05,20.0,88.8,1672.35,646.95,2319.3,0,1,1,0,Stayed
802,33,0,33.948558,-116.516976,6,69,34.49,29.0,85.4,5869.4,2379.81,8249.21,0,1,1,0,Stayed
803,20,0,34.062125,-118.315709,1,47,10.07,0.0,25.4,1139.2,473.29,1612.49,0,0,1,0,Stayed
804,54,3,33.829583,-116.474131,9,53,27.93,57.0,69.7,3686.05,1480.29,5166.34,1,1,0,0,Stayed
805,25,0,35.303926,-120.256567,1,27,18.74,59.0,90.15,2423.4,505.98,2929.38,0,1,1,0,Stayed
806,60,0,33.833699,-118.314387,0,11,10.95,29.0,89.2,990.3,120.45,1110.75,0,1,1,0,Stayed
807,44,1,36.719141,-119.202677,7,28,26.28,19.0,90.45,2509.25,735.84,3245.09,0,1,0,1,Stayed
808,35,2,39.435756,-121.552071,1,53,37.57,15.0,64.15,3491.55,1991.21,5482.76,1,1,0,1,Stayed
809,45,0,33.739412,-117.173334,0,19,18.57,0.0,20.25,383.65,352.83,736.48,0,0,0,1,Stayed
811,55,0,33.141265,-116.967221,5,23,1.39,18.0,60.0,1347.15,31.97,1379.12,1,1,0,1,Stayed
812,38,0,38.431407,-120.8421,1,10,11.3,4.0,79.95,857.2,113.0,970.2,0,1,1,0,Churned
813,39,0,36.205465,-119.085807,6,63,44.55,29.0,89.4,5597.65,2806.65,8404.3,1,1,0,0,Stayed
814,26,0,41.831901,-123.487478,0,38,36.18,48.0,83.9,3233.6,1374.84,4608.44,0,1,1,0,Churned
815,22,0,35.989792,-121.055933,1,61,0.0,59.0,62.15,3778.85,0.0,3778.85,1,1,0,0,Stayed
816,21,0,33.458754,-117.665104,1,27,18.42,26.0,95.0,2462.55,497.34,2959.89,0,1,1,0,Stayed
818,54,0,34.038983,-117.991372,0,13,5.43,26.0,91.1,1135.7,70.59,1286.29,0,0,1,0,Churned
819,63,0,37.17277,-119.2997,0,7,38.07,28.0,73.6,520.0,266.49,786.49,0,1,1,0,Churned
820,65,0,37.027663,-119.69056,0,4,4.29,7.0,74.45,294.45,17.16,311.61,0,1,0,0,Stayed
821,70,0,35.861928,-118.636698,0,8,44.63,29.0,85.2,695.75,357.04,1052.79,0,1,0,0,Stayed
822,24,0,40.7666,-123.80458,4,12,23.99,51.0,54.2,690.5,287.88,978.38,1,1,1,0,Stayed
823,54,0,40.883853,-122.418258,0,7,2.24,22.0,59.5,415.95,15.68,431.63,1,1,1,0,Churned
824,56,0,38.027218,-122.23463,9,56,4.24,15.0,80.3,4513.65,237.44,4751.09,0,1,0,0,Stayed
825,42,2,37.461251,-122.235414,1,52,19.21,0.0,23.05,1255.1,998.92,2254.02,0,0,0,0,Stayed
826,60,0,38.636102,-120.522149,1,23,5.8,12.0,48.35,1067.15,133.4,1200.55,1,1,0,1,Churned
827,63,1,33.787298,-117.320676,5,20,13.18,10.0,49.6,939.8,263.6,1203.4,0,1,1,0,Stayed
828,47,2,37.684694,-122.40712,10,68,0.0,19.0,56.4,3948.45,0.0,3948.45,1,1,0,0,Stayed
830,49,0,32.805518,-117.169052,0,6,48.89,22.0,49.65,267.35,293.34,560.69,1,1,1,0,Churned
831,32,0,40.913192,-123.06597,4,50,46.91,0.0,20.55,1067.65,2345.5,3413.15,0,0,0,0,Stayed
832,27,0,34.102084,-118.451629,0,60,42.88,52.0,89.9,5450.7,2572.8,8023.5,0,1,1,0,Stayed
833,19,0,37.902968,-119.667544,0,4,0.0,30.0,48.25,202.25,0.0,212.25,0,0,1,0,Stayed
834,30,0,32.858595,-115.662709,0,45,5.97,73.0,108.45,4964.7,268.65,5233.35,0,1,1,0,Stayed
835,51,3,35.886767,-120.608661,4,25,4.46,58.0,75.5,1901.05,111.5,2012.55,0,1,1,0,Stayed
836,77,0,35.186644,-120.728305,10,43,37.09,8.0,100.55,4304.0,1594.87,5898.87,0,1,0,1,Stayed
837,48,0,33.830209,-117.906099,1,12,19.48,0.0,19.0,233.55,233.76,467.31,0,0,1,0,Churned
838,51,0,34.039224,-118.266293,0,9,42.41,8.0,76.85,663.55,381.69,1045.24,0,1,1,0,Stayed
839,45,0,33.644585,-116.871544,0,62,23.18,18.0,65.1,3846.75,1437.16,5283.91,1,1,0,0,Stayed
840,61,1,33.788208,-118.404955,2,40,1.89,0.0,20.4,745.3,75.6,820.9,0,0,1,0,Stayed
841,21,3,35.861928,-118.636698,0,6,38.28,0.0,26.35,184.05,229.68,413.73,0,0,1,0,Stayed
842,55,1,40.345949,-120.081187,4,20,3.87,0.0,20.05,400.0,77.4,477.4,0,0,0,0,Stayed
843,68,0,34.066303,-118.435479,0,16,39.52,17.0,78.75,1218.25,632.32,1850.57,0,1,1,0,Stayed
844,20,0,34.630356,-120.032564,1,8,28.37,0.0,19.8,160.05,226.96,387.01,0,0,0,1,Stayed
845,26,0,37.907777,-122.127161,0,2,21.28,26.0,49.6,114.7,42.56,157.26,0,1,1,0,Churned
846,53,0,37.572273,-121.964583,4,72,2.95,26.0,91.15,6637.9,212.4,6850.3,0,1,0,0,Stayed
847,37,0,34.027337,-118.28515,0,50,20.88,13.0,105.95,5341.8,1044.0,6385.8,0,1,1,0,Churned
848,25,0,37.956963,-120.863055,0,21,3.26,51.0,75.3,1570.7,68.46,1639.16,0,1,1,0,Stayed
849,37,0,37.311088,-121.961786,1,64,46.44,29.0,115.0,7396.15,2972.16,10368.31,0,1,0,1,Stayed
851,49,0,40.527834,-122.318749,0,58,29.31,0.0,19.15,1035.5,1699.98,2706.78,0,0,0,0,Stayed
852,74,0,37.946617,-122.563571,0,14,11.31,24.0,90.45,1266.1,158.34,1424.44,0,1,1,0,Churned
853,49,0,34.052842,-118.264495,0,18,10.67,0.0,19.55,389.25,192.06,581.31,0,0,1,0,Stayed
854,45,0,38.527297,-122.810044,0,67,43.3,0.0,26.1,1759.55,2901.1,4660.65,0,0,0,0,Stayed
855,63,0,33.017518,-117.118456,0,1,40.83,0.0,20.1,20.1,40.83,60.93,0,0,1,0,Churned
856,48,0,34.035602,-117.591528,2,61,11.53,0.0,25.45,1538.6,703.33,2241.93,0,0,0,0,Stayed
857,31,0,33.75462,-118.071128,0,52,21.98,0.0,19.65,1025.05,1142.96,2168.01,0,0,0,0,Stayed
858,46,0,40.294034,-120.512622,0,14,14.61,0.0,20.4,292.4,204.54,496.94,0,0,0,0,Stayed
859,41,2,35.303926,-120.256567,1,43,14.64,19.0,50.2,2169.4,629.52,2798.92,1,1,1,0,Stayed
860,42,3,32.733564,-117.033713,1,52,40.33,0.0,24.8,1229.1,2097.16,3326.26,0,0,0,0,Stayed
861,22,0,34.1692,-118.372498,0,2,44.31,73.0,54.4,114.1,88.62,202.72,1,1,1,0,Churned
862,66,0,39.045246,-122.743181,0,4,8.75,4.0,80.25,303.7,35.0,368.7,0,0,0,1,Stayed
863,74,0,36.497895,-119.285484,0,31,39.36,4.0,99.95,3186.65,1220.16,4406.81,0,1,1,0,Churned
864,20,1,38.505995,-123.187019,10,5,8.04,0.0,19.45,86.05,40.2,126.25,0,0,1,0,Stayed
865,70,0,37.540582,-122.509594,0,27,35.76,4.0,110.5,2857.6,965.52,3823.12,0,1,0,1,Stayed
866,64,0,37.329725,-120.306399,0,4,40.15,19.0,54.3,195.3,160.6,435.9,1,0,1,0,Churned
867,78,0,34.057496,-118.413959,0,23,0.0,2.0,34.65,768.45,0.0,768.45,0,1,1,0,Stayed
868,46,0,32.957195,-117.202542,1,9,31.75,25.0,75.75,655.9,285.75,941.65,0,1,1,0,Churned
869,40,0,37.666587,-120.411517,0,55,47.38,29.0,96.8,5283.95,2605.9,7889.85,0,1,1,0,Churned
870,51,0,32.71346,-117.236378,1,49,0.0,21.0,56.3,2780.6,0.0,2780.6,1,1,0,1,Stayed
871,30,0,37.855717,-121.994813,1,71,26.58,27.0,80.45,5662.25,1887.18,7549.43,0,1,0,0,Stayed
872,49,0,34.209532,-118.577563,3,59,16.06,4.0,66.4,3958.2,947.54,4905.74,1,1,0,1,Stayed
873,68,0,37.004068,-119.930027,5,68,1.98,19.0,96.55,6581.9,134.64,6716.54,0,1,0,1,Churned
874,33,0,39.288127,-122.415841,6,64,16.61,4.0,81.3,5129.3,1063.04,6170.0,0,1,0,0,Stayed
875,56,0,37.890145,-119.184087,6,72,14.65,20.0,66.85,4758.8,1054.8,5813.6,1,1,0,0,Stayed
876,66,0,33.97803,-118.217141,1,16,9.93,27.0,85.35,1375.15,158.88,1534.03,0,1,1,0,Churned
877,23,3,40.184094,-123.745487,2,44,36.86,0.0,20.0,860.85,1621.84,2482.69,0,0,0,1,Stayed
878,24,1,32.85723,-117.209774,1,30,12.85,0.0,19.7,599.25,385.5,934.96,0,0,0,0,Stayed
879,77,0,38.010092,-122.689442,0,12,0.0,10.0,43.65,526.95,0.0,526.95,1,1,1,0,Churned
880,60,0,37.255479,-121.889838,0,39,5.4,16.0,53.85,2200.7,210.6,2364.64,1,1,0,0,Stayed
881,48,3,33.940619,-117.9513,1,15,17.28,0.0,19.65,332.65,259.2,591.85,0,0,0,1,Stayed
882,69,0,34.245289,-117.642503,0,4,12.86,4.0,88.85,372.45,51.44,423.89,0,1,1,0,Churned
883,68,0,38.244806,-120.417301,0,70,0.0,13.0,44.05,3011.65,0.0,3011.65,0,1,0,1,Stayed
884,62,3,34.266389,-118.459744,0,1,23.2,21.0,79.9,79.9,23.2,103.1,0,1,1,0,Churned
885,55,0,38.888351,-123.239647,7,72,4.32,18.0,110.6,7962.2,311.04,8273.24,0,1,0,0,Stayed
886,64,3,38.481902,-120.603668,9,72,6.9,0.0,20.7,1482.3,496.8,1979.1,0,0,0,0,Stayed
887,61,0,34.2112,-118.230625,0,35,23.77,0.0,21.1,741.0,831.95,1558.72,0,0,0,1,Stayed
888,80,1,33.698728,-117.67768,0,68,32.11,12.0,107.15,7379.8,2183.48,9613.28,0,0,0,1,Stayed
889,40,3,34.091829,-118.491244,9,71,33.67,75.0,84.8,6152.4,2390.57,8542.97,0,1,0,0,Stayed
890,43,2,38.107441,-120.230625,8,70,30.33,0.0,24.7,1685.9,2123.1,3809.0,0,0,0,0,Stayed
891,62,3,34.207295,-118.400022,6,29,0.0,57.0,55.35,1636.95,0.0,1636.95,1,1,0,1,Stayed
892,58,0,38.627951,-121.593287,0,66,21.23,0.0,19.35,1240.8,1401.18,2641.98,0,0,0,0,Stayed
893,70,0,33.569186,-117.640055,0,20,48.46,23.0,89.95,1648.45,969.2,2617.65,0,1,0,0,Stayed
894,52,2,40.485849,-124.163234,3,55,27.87,17.0,69.05,3842.6,1532.85,5375.45,0,1,0,0,Stayed
895,24,0,34.064073,-117.166158,2,9,14.91,82.0,70.05,564.4,134.19,698.59,0,1,1,0,Stayed
896,69,0,34.297628,-119.014627,0,2,43.96,14.0,78.55,149.55,87.92,237.47,0,1,1,0,Churned
897,57,0,32.67102,-117.095235,7,72,2.56,24.0,97.85,6841.3,184.32,7025.62,0,1,0,0,Stayed
898,60,3,35.666886,-119.186717,0,49,31.7,0.0,20.45,1024.65,1553.3,2577.95,0,0,0,0,Stayed
899,21,0,37.393554,-121.965114,0,24,27.91,59.0,89.55,2187.15,669.84,2856.99,0,1,1,0,Stayed
900,66,0,34.630356,-120.032564,0,42,13.51,19.0,79.62142857142857,3344.1,567.42,3911.52,0,1,0,1,Stayed
901,27,0,40.656287,-121.428965,1,21,21.83,59.0,106.1,2249.95,458.43,2708.38,0,1,1,0,Churned
902,72,1,34.459322,-117.629729,1,52,7.04,22.0,80.85,4079.55,366.08,4445.63,1,1,0,1,Stayed
903,40,0,34.983808,-117.239306,0,18,38.32,20.0,50.3,913.3,689.76,1603.06,1,1,1,0,Stayed
904,62,0,39.197215,-120.83679,9,12,39.0,7.0,84.6,959.9,468.0,1427.9,0,1,1,0,Stayed
905,56,2,34.182378,-118.262922,4,72,27.88,30.0,108.4,7767.25,2007.36,9804.61,0,0,0,0,Stayed
906,30,0,35.215731,-119.57013,0,3,47.51,85.0,75.5,220.6,142.53,363.13,0,1,1,0,Churned
907,75,0,33.956445,-118.358634,0,52,23.04,25.0,110.75,5832.0,1198.08,7023.82,0,1,0,0,Stayed
908,57,0,38.549822,-121.266725,0,46,0.0,26.0,30.3,1380.1,0.0,1380.1,1,1,1,0,Churned
909,45,0,37.007238,-119.505661,1,53,41.74,24.0,98.4,5149.5,2212.22,7361.72,0,1,1,0,Churned
910,73,0,37.83726,-122.287648,0,15,17.19,19.0,55.0,757.1,257.85,1014.95,1,1,1,0,Churned
911,58,0,34.445239,-117.894868,10,70,48.0,13.0,99.35,6944.5,3360.0,10304.5,0,1,0,0,Stayed
912,59,0,33.859171,-118.252272,4,18,25.54,0.0,20.1,370.5,459.72,830.22,0,0,0,0,Stayed
913,42,0,35.120833,-120.61843,0,7,0.0,4.0,25.05,189.95,0.0,189.95,1,1,1,0,Stayed
914,40,2,33.748635,-117.906125,1,54,28.87,0.0,24.75,1342.15,1558.98,2901.13,0,0,0,1,Stayed
915,64,0,36.527243,-118.594938,0,1,0.0,7.0,24.25,24.25,0.0,24.25,1,1,1,0,Churned
916,48,0,33.309852,-116.823091,5,68,9.76,15.0,86.45,5762.95,663.68,6576.63,0,0,0,1,Stayed
917,49,0,33.952714,-118.292061,6,72,46.1,23.0,101.35,7323.15,3319.2,10642.35,0,1,0,1,Stayed
918,24,1,35.924252,-116.188668,5,55,46.61,30.0,55.25,3119.9,2563.55,5683.45,1,1,0,0,Stayed
919,61,0,34.255442,-118.421314,0,9,0.0,7.0,24.95,190.25,0.0,190.25,1,1,1,0,Stayed
920,33,0,39.246654,-120.029273,0,4,25.8,0.0,20.05,83.3,103.2,186.5,0,0,1,0,Stayed
921,25,2,41.486953,-120.913975,2,18,0.0,59.0,46.4,812.4,0.0,812.4,1,1,0,1,Stayed
922,28,0,37.051166,-122.056194,4,41,13.58,51.0,68.5,2839.95,556.78,3358.36,1,1,0,1,Stayed
923,33,0,33.644849,-117.684254,0,10,5.92,11.0,86.05,834.1,59.2,893.3,0,1,1,0,Churned
924,61,0,32.85723,-117.209774,2,63,48.95,13.0,103.4,6603.0,3083.85,9686.85,0,1,1,0,Churned
925,20,1,33.976328,-117.319786,0,6,17.53,0.0,19.55,128.6,105.18,233.78,0,0,1,0,Stayed
926,24,0,39.933852,-121.584371,0,14,26.02,0.0,19.35,324.8,364.28,689.08,0,0,0,1,Stayed
